Course Code,Credit,Section,Faculty,Days,Time,Room,Seat
ANT101,3.0,4,SRFz,ST,09:40 AM - 11:10 AM,NAC303,40
ANT101,3.0,7,MTE,MW,01:00 PM - 02:30 PM,NAC311,80
ARC111,4.5,1,SQR,STR,09:40 AM - 12:50 PM,OAT803,15
ARC111,4.5,3,ENM,STR,09:40 AM - 12:50 PM,OAT803_V1,15
ARC112,4.5,1,AKD1,STR,09:40 AM - 12:50 PM,OAT1002,15
ARC112,4.5,3,NSDI,STR,09:40 AM - 12:50 PM,LIB1002,15
ARC121,3.0,1,ASAA,MW,09:40 AM - 12:50 PM,OAT803,15
ARC121,3.0,3,TBA,MW,09:40 AM - 12:50 PM,OAT803_V1,15
ARC122,3.0,1,SIU,MW,09:40 AM - 12:50 PM,OAT1002,15
ARC122,3.0,3,TBA,MW,09:40 AM - 12:50 PM,LIB1002,15
ARC131,3.0,1,SIK3,ST,08:00 AM - 09:30 AM,SAC201,35
ARC131,3.0,3,AKD1,ST,02:40 PM - 04:10 PM,NAC413,35
ARC133,1.5,1,RMY,W,08:00 AM - 09:30 AM,LIB907,35
ARC200,1.0,1,MUN,M,04:20 PM - 06:20 PM,LIB908,15
ARC213,4.5,2,AHS1,STR,09:40 AM - 12:50 PM,,15
ARC213,4.5,4,RTS,STR,02:40 PM - 05:50 PM,LIB1002_V,15
ARC214,4.5,2,TBA,STR,09:40 AM - 12:50 PM,LIB901_V,15
ARC215,4.5,2,RTS,STR,09:40 AM - 12:50 PM,LIB904_V,15
ARC242,3.0,1,SIK3,ST,02:40 PM - 04:10 PM,NAC508,35
ARC261,3.0,1,SIU,ST,01:00 PM - 02:30 PM,TBA_V,35
ARC263,3.0,1,MFN,ST,01:00 PM - 02:30 PM,TBA_v2,35
ARC271,3.0,1,AKD1,MW,02:40 PM - 04:10 PM,SAC801A,35
ARC272,3.0,1,MUN,MW,02:40 PM - 04:10 PM,LIB907,35
ARC273,1.0,2,NTL,M,11:40 AM - 01:40 AM,LIB1002_V,15
ARC282,2.0,1,TBA,M,02:40 PM - 05:40 PM,NAC413,35
ARC293,3.0,1,ASAA,ST,02:40 PM - 05:50 PM,LIB906,35
ARC317,6.0,1,SSIM,STWR,09:40 AM - 12:50 PM,LIB902,15
ARC318,6.0,1,MUN,STWR,09:40 AM - 12:50 PM,LAB2,15
ARC324,3.0,1,SNF,ST,01:00 PM - 04:10 PM,LIB1002,15
ARC334,1.5,1,AHS1,W,08:00 AM - 09:30 AM,SAC309,35
ARC344,2.0,1,SSIM,ST,08:00 AM - 09:30 AM,LIB908,35
ARC384,3.0,1,TMY,ST,02:40 PM - 04:10 PM,LAB1,35
ARC418,6.0,1,NTL,STWR,09:40 AM - 12:50 PM,LIB905,15
ARC437,1.5,1,MUN,R,08:00 AM - 09:30 AM,LIB907,35
ARC453,3.0,1,NAW,ST,08:00 AM - 09:30 AM,LIB907,35
ARC474,3.0,1,MFN,ST,08:00 AM - 09:30 AM,SAC801A,35
ARC500,1.0,1,MFN,R,01:00 PM - 02:30 PM,TBA_v2,30
ARC510,4.5,2,RQH,STR,09:40 AM - 12:50 PM,LIB903_V,15
ARC519,4.5,2,SIK3,STR,09:40 AM - 12:50 PM,TBA_v2,15
ARC576,3.0,1,ASAA,ST,08:00 AM - 09:30 AM,NAC993,35
ARC598,1.5,1,SSIM,R,08:00 AM - 09:30 AM,OAT901,30
BBT203,3.0,3,ESD,ST,01:00 PM - 02:30 PM,LIB601,40
BBT221,3.0,4,PYN,ST,04:20 PM - 05:50 PM,SAC402,40
BBT221,3.0,6,TSHQ,RA,02:40 PM - 04:10 PM,SAC403,40
BBT312,3.0,1,MSH3,ST,08:00 AM - 09:30 AM,SAC404,40
BBT312,3.0,3,MSH3,MW,11:20 AM - 12:50 PM,SAC403,40
BBT312L,1.0,1,MAKN,M,02:40 PM - 05:40 PM,SAC412,20
BBT312L,1.0,3,MAKN,T,11:20 AM - 02:20 PM,SAC412,20
BBT312L,1.0,5,MAKN,W,08:00 AM - 11:00 AM,SAC412,20
BBT314,3.0,1,KNH,ST,11:20 AM - 12:50 PM,SAC404,40
BBT314,3.0,3,OAH,MW,01:00 PM - 02:30 PM,SAC402,40
BBT314L,1.0,1,MAKN,T,08:00 AM - 11:00 AM,SAC414,20
BBT314L,1.0,3,MAKN,T,02:40 PM - 05:40 PM,SAC414,20
BBT314L,1.0,5,MAKN,W,11:20 AM - 02:20 PM,SAC414,20
BBT315,3.0,1,SMDA,ST,04:20 PM - 05:50 PM,SAC407,40
BBT315,3.0,3,SMDA,MW,02:40 PM - 04:10 PM,SAC407,40
BBT316,3.0,1,KNH,MW,09:40 AM - 11:10 AM,SAC404,40
BBT316,3.0,3,KNH,MW,02:40 PM - 04:10 PM,SAC404,40
BBT316L,1.0,2,NRO,R,02:40 PM - 05:40 PM,SAC414_V,20
BBT316L,1.0,4,NRO,R,11:20 AM - 02:20 PM,SAC414_V,20
BBT317,3.0,2,SDL,MW,11:20 AM - 12:50 PM,SAC402,40
BBT317,3.0,4,MSH3,MW,08:00 AM - 09:30 AM,SAC404,40
BBT318,3.0,2,SDL,ST,02:40 PM - 04:10 PM,SAC402,40
BBT318,3.0,4,MALM,ST,08:00 AM - 09:30 AM,SAC401,40
BBT335,3.0,2,IJN,ST,04:20 PM - 05:50 PM,SAC406,40
BBT413,3.0,1,CAK,ST,09:40 AM - 11:10 AM,SAC404,40
BBT413,3.0,3,CAK,ST,02:40 PM - 04:10 PM,SAC403,40
BBT413L,1.0,2,THN,T,08:00 AM - 11:00 AM,SAC412_V,20
BBT415,3.0,2,CAK,MW,11:20 AM - 12:50 PM,SAC401,40
BBT415L,1.0,2,TSHQ,W,02:40 PM - 05:40 PM,SAC412_V,20
BBT416,3.0,2,MQN,ST,02:40 PM - 04:10 PM,LIB601,40
BBT417,3.0,1,IJN,MW,09:40 AM - 11:10 AM,SAC407,40
BBT418,3.0,1,CAK,MW,02:40 PM - 04:10 PM,SAC406,40
BBT423,3.0,1,MALM,ST,02:40 PM - 04:10 PM,OAT601,40
BBT424,3.0,2,SMDA,MW,09:40 AM - 11:10 AM,SAC316,40
BBT601,3.0,1,IQM,R,07:00 PM - 10:10 PM,SAC404,40
BBT615,3.0,1,IQM,M,07:00 PM - 10:10 PM,SAC405,40
BBT631,3.0,1,CQA,T,07:00 PM - 10:10 PM,SAC404,40
BBT654,3.0,1,MALM,S,07:00 PM - 10:10 PM,SAC405,40
BEN205,3.0,1,Shg,ST,08:00 AM - 09:30 AM,NAC213,35
BEN205,3.0,11,Rme,MW,04:20 PM - 05:50 PM,NAC411,40
BEN205,3.0,13,TBA,RA,01:00 PM - 02:30 PM,NAC619,40
BEN205,3.0,15,TBA,RA,04:20 PM - 05:50 PM,NAC410,40
BEN205,3.0,17,TBA,RA,08:00 AM - 09:30 AM,NAC510,40
BEN205,3.0,2,NJb,ST,09:40 AM - 11:10 AM,NAC514,40
BEN205,3.0,21,TBA,RA,04:20 PM - 05:50 PM,NAC206,40
BEN205,3.0,3,Rme,ST,11:20 AM - 12:50 PM,NAC203,35
BEN205,3.0,5,NJb,ST,01:00 PM - 02:30 PM,NAC514,40
BEN205,3.0,7,NJb,MW,09:40 AM - 11:10 AM,NAC514,40
BEN205,3.0,9,Rme,MW,01:00 PM - 02:30 PM,NAC990,40
BIO103,3.0,10,SUBK,ST,06:00 PM - 07:30 PM,NAC204,40
BIO103,3.0,12,AWN,ST,01:00 PM - 02:30 PM,SAC802,40
BIO103,3.0,14,THN,RA,11:20 AM - 12:50 PM,SAC404,40
BIO103,3.0,16,APZ,RA,08:00 AM - 09:30 AM,SAC406,40
BIO103,3.0,18,ABE,RA,08:00 AM - 09:30 AM,SAC316,40
BIO103,3.0,20,NIA,RA,04:20 PM - 05:50 PM,NAC301,40
BIO103,3.0,22,HIM,RA,08:00 AM - 09:30 AM,NAC512,40
BIO103,3.0,24,AAM4,RA,08:00 AM - 09:30 AM,SAC201,40
BIO103,3.0,26,MRIS,RA,11:20 AM - 12:50 PM,NAC301,40
BIO103,3.0,28,APZ,RA,01:00 PM - 02:30 PM,SAC406,40
BIO103,3.0,3,HRA,ST,08:00 AM - 09:30 AM,SAC406,40
BIO103,3.0,31,MZAR,RA,01:00 PM - 02:30 PM,NAC993,40
BIO103,3.0,33,HIM,RA,09:40 AM - 11:10 AM,NAC512,40
BIO103,3.0,35,MBMD,RA,02:40 PM - 04:10 PM,NAC301,40
BIO103,3.0,37,RHS,RA,04:20 PM - 05:50 PM,SAC406,40
BIO103,3.0,39,FMJ,MW,04:20 PM - 05:50 PM,SAC802,40
BIO103,3.0,40,FZD,MW,04:20 PM - 05:50 PM,SAC402,40
BIO103,3.0,5,FZD,ST,09:40 AM - 11:10 AM,NAC301,40
BIO103,3.0,7,AWN,ST,04:20 PM - 05:50 PM,SAC404,40
BIO103,3.0,9,FMJ,MW,06:00 PM - 07:30 PM,NAC210,40
BIO103L,1.0,10,FSS1,R,11:20 AM - 02:20 PM,SAC415,20
BIO103L,1.0,12,FDDN,S,02:40 PM - 05:40 PM,SAC415,20
BIO103L,1.0,14,FDDN,W,02:40 PM - 05:40 PM,SAC415,20
BIO103L,1.0,16,MTO,M,02:40 PM - 05:40 PM,SAC415_v1,20
BIO103L,1.0,18,MTO,W,02:40 PM - 05:40 PM,SAC415_v1,20
BIO103L,1.0,2,KLQ,M,11:20 AM - 02:20 PM,SAC415_v1,20
BIO103L,1.0,21,KMRH,M,08:00 AM - 11:00 AM,SAC415,20
BIO103L,1.0,23,KMRH,T,08:00 AM - 11:00 AM,SAC415,20
BIO103L,1.0,25,KMRH,W,08:00 AM - 11:00 AM,SAC415,20
BIO103L,1.0,27,FHO,R,02:40 PM - 05:40 PM,SAC415,20
BIO103L,1.0,29,FHO,A,11:20 AM - 02:20 PM,SAC415,20
BIO103L,1.0,3,KLQ,M,02:40 PM - 05:40 PM,SAC415,20
BIO103L,1.0,30,FHO,A,11:20 AM - 02:20 PM,SAC415_v1,20
BIO103L,1.0,31,FHO,A,02:40 PM - 05:40 PM,SAC415,20
BIO103L,1.0,32,SUBK,S,08:00 AM - 11:00 AM,SAC415,20
BIO103L,1.0,4,HRA,S,11:20 AM - 02:20 PM,SAC415,20
BIO103L,1.0,5,HRA,S,11:20 AM - 02:20 PM,SAC415_v1,20
BIO103L,1.0,6,HRA,T,11:20 AM - 02:20 PM,SAC415,20
BIO103L,1.0,7,HRA,T,11:20 AM - 02:20 PM,SAC415_v1,20
BIO103L,1.0,8,SRS1,W,11:20 AM - 02:20 PM,SAC415,20
BIO103L,1.0,9,SRS1,W,11:20 AM - 02:20 PM,SAC415_v1,20
BIO201,3.0,1,KLQ,ST,11:20 AM - 12:50 PM,SAC407,40
BIO201,3.0,15,NTA,RA,02:40 PM - 04:10 PM,SAC404,40
BIO201,3.0,3,SFRH,ST,08:00 AM - 09:30 AM,SAC407,40
BIO201,3.0,5,HML,ST,01:00 PM - 02:30 PM,SAC401,40
BUS251,3.0,3,AmTr,ST,01:00 PM - 02:30 PM,NAC603,40
BUS251,3.0,5,Sqt,MW,01:00 PM - 02:30 PM,NAC305,40
BUS251,3.0,7,ZbR,MW,02:40 PM - 04:10 PM,NAC501,40
BUS251,3.0,9,AmTR,MW,04:20 PM - 05:50 PM,NAC307,40
BUS500,3.0,2,TBA,A,07:00 PM - 10:10 PM,NAC990,35
BUS501,3.0,2,AkM2,R,07:00 PM - 10:10 PM,NAC992,35
BUS501,3.0,4,OMG,A,07:00 PM - 10:10 PM,NAC504,35
BUS505,3.0,2,MIBS,S,07:00 PM - 10:10 PM,NAC508,35
BUS505,3.0,4,MdMZ,A,07:00 PM - 10:10 PM,NAC991,35
BUS511,3.0,2,TMY,M,03:00 PM - 06:30 PM,NAC991,35
BUS511,3.0,4,KZn,S,07:00 PM - 10:10 PM,NAC993,35
BUS516,3.0,1,UTH,R,07:00 PM - 10:10 PM,NAC991,35
BUS516,3.0,3,ABKr,W,07:00 PM - 10:10 PM,NAC506,35
BUS518,3.0,1,ItA,W,07:00 PM - 10:10 PM,NAC511,35
BUS518,3.0,3,Zmn,T,07:00 PM - 10:10 PM,NAC506,35
BUS520,3.0,1,MdS,R,03:00 PM - 06:30 PM,NAC990,35
BUS520,3.0,3,ZMU,M,07:00 PM - 10:10 PM,NAC621,35
BUS520,3.0,5,ULM,S,07:00 PM - 10:10 PM,NAC509,35
BUS525,3.0,1,Tmr,M,07:00 PM - 10:10 PM,NAC603,35
BUS525,3.0,3,SBn,S,07:00 PM - 10:10 PM,NAC619,35
BUS525,3.0,5,SAF1,A,03:00 PM - 06:30 PM,NAC619,35
BUS530,3.0,2,AKP,R,07:00 PM - 10:10 PM,NAC993,35
BUS530,3.0,4,QSn,W,07:00 PM - 10:10 PM,NAC621,35
BUS535,3.0,1,DSr,M,07:00 PM - 10:10 PM,NAC620,35
BUS535,3.0,3,TBA,R,07:00 PM - 10:10 PM,NAC604,35
BUS535,3.0,5,MTDI,T,07:00 PM - 10:10 PM,NAC514,35
BUS601,3.0,1,KsM,T,03:00 PM - 06:30 PM,NAC992,35
BUS601,3.0,3,Alm,S,07:00 PM - 10:10 PM,NAC991,35
BUS601,3.0,5,SRCy,F,07:00 PM - 10:10 PM,NAC992,35
BUS620,3.0,2,RUE,W,07:00 PM - 10:10 PM,NAC605,35
BUS620,3.0,4,MNE,R,07:00 PM - 10:10 PM,NAC508,35
BUS635,3.0,1,SHNM,A,07:00 PM - 10:10 PM,NAC514,35
BUS635,3.0,3,Rma,M,07:00 PM - 10:10 PM,NAC619A,35
BUS635,3.0,5,SNO,S,07:00 PM - 10:10 PM,NAC502,35
BUS650,3.0,2,ZTM,T,07:00 PM - 10:10 PM,NAC992,35
BUS650,3.0,4,Hsi,A,03:00 PM - 06:30 PM,NAC993,35
BUS685,3.0,2,Mel,T,07:00 PM - 10:10 PM,NAC602,35
BUS685,3.0,4,ZMU,A,07:00 PM - 10:10 PM,NAC621,35
BUS690,3.0,2,MdS,R,07:00 PM - 10:10 PM,NAC990,35
BUS690,3.0,4,ZkJ,A,07:00 PM - 10:10 PM,NAC601,35
CE6102,3.0,1,NLM,F,09:00 AM - 12:00 PM,SAC203,35
CE6204,3.0,1,NMSN,W,07:00 PM - 10:10 PM,SAC313,40
CE6606,3.0,1,Sbc,A,02:40 PM - 05:50 PM,TBA_V,35
CE100,3.0,2,SRI,RA,04:20 PM - 05:50 PM,SAC304,40
CE100,3.0,4,HASw,RA,04:20 PM - 05:50 PM,NAC311,80
CE110,3.0,1,TTA,M,11:20 AM - 02:30 PM,LIB606,25
CE110,3.0,4,Sjd,W,08:00 AM - 11:10 AM,LIB606,25
CE110,3.0,6,SNF,W,02:40 PM - 05:50 PM,LIB606,25
CE209,3.0,1,Seq,ST,11:20 AM - 12:50 PM,SAC801A,35
CE209,3.0,3,Seq,MW,11:20 AM - 12:50 PM,NAC512,35
CE210,3.0,1,TTA,MW,09:40 AM - 11:10 AM,NAC992,40
CE211,3.0,1,Nmr,ST,09:40 AM - 11:10 AM,SAC313,40
CE211,3.0,3,Nmr,MW,11:20 AM - 12:50 PM,SAC313,40
CE211L,1.0,2,NMR,W,01:00 PM - 04:10 PM,B118,25
CE212,3.0,2,MIK,RA,02:40 PM - 04:10 PM,SAC313,40
CE212L,1.0,1,TMY,W,09:40 AM - 12:50 PM,B310A,25
CE213,3.0,1,SLW,RA,11:20 AM - 12:50 PM,SAC801A,35
CE213,3.0,3,SLW,RA,04:20 PM - 05:50 PM,SAC801A,35
CE213L,1.0,2,MLF,S,02:40 PM - 05:50 PM,SAC724,25
CE213L,1.0,4,MLF,T,02:40 PM - 05:50 PM,SAC724,25
CE214,3.0,1,NMSN,MW,08:00 AM - 09:30 AM,SAC304,40
CE214L,1.0,1,TTA,S,11:20 AM - 02:30 PM,B113,25
CE215,3.0,1,TMY,ST,09:40 AM - 11:10 AM,LIB610,25
CE240,3.0,1,MMS4,ST,09:40 AM - 11:10 AM,NAC604,40
CE240L,1.0,1,MMS4,T,01:00 PM - 04:10 PM,B117,25
CE250,3.0,1,Jbr,MW,09:40 AM - 11:10 AM,NAC509,40
CE250L,1.0,2,Jbr,W,02:40 PM - 05:50 PM,B115,25
CE260,3.0,2,Sji,ST,01:00 PM - 02:30 PM,SAC304,40
CE271L,1.0,2,YKB,M,02:40 PM - 05:50 PM,B113,25
CE310,3.0,1,AMW,ST,09:40 AM - 11:10 AM,SAC304,40
CE330,3.0,1,Mfq,ST,01:00 PM - 02:30 PM,SAC313,0
CE330L,1.0,1,Nzu,S,11:20 AM - 02:30 PM,LIB606,25
CE331,3.0,1,TMY,ST,08:00 AM - 09:30 AM,SAC304,40
CE335,3.0,2,Nzu,MW,11:20 AM - 12:50 PM,SAC201,40
CE335L,1.0,2,Mfq,R,01:00 PM - 04:10 PM,LIB601,25
CE350,3.0,1,SbC,MW,11:20 AM - 12:50 PM,SAC801A,35
CE360,3.0,1,Sji,MW,11:20 AM - 12:50 PM,SAC304,40
CE360L,1.0,2,AMW,T,01:00 PM - 04:10 PM,B118,25
CE370L,1.0,1,TBA,T,11:20 AM - 02:30 PM,TBA_v2,25
CE373,3.0,1,AMW,MW,01:00 PM - 02:30 PM,SAC801A,40
CE415,3.0,1,SbC,MW,09:40 AM - 11:10 AM,SAC801A,35
CE437,3.0,1,Mfq,ST,02:40 PM - 04:10 PM,SAC313,40
CE460,3.0,1,Nmr,ST,11:20 AM - 12:50 PM,SAC313,40
CE472,3.0,1,Sji,MW,01:00 PM - 02:30 PM,SAC304,40
CHE101,3.0,10,MIO,ST,04:20 PM - 05:50 PM,SAC802,40
CHE101,3.0,12,MKR,MW,01:00 PM - 02:30 PM,SAC316,40
CHE101,3.0,14,MAR5,RA,06:00 PM - 07:30 PM,NAC301,40
CHE101,3.0,16,ABI,RA,08:00 AM - 09:30 AM,SAC404,40
CHE101,3.0,18,AYS,RA,09:40 AM - 11:10 AM,SAC406,40
CHE101,3.0,2,SOH,MW,06:00 PM - 07:30 PM,NAC205,40
CHE101,3.0,21,ABI,RA,11:20 AM - 12:50 PM,SAC401,40
CHE101,3.0,23,MTN2,RA,11:20 AM - 12:50 PM,SAC802,40
BIO201,3.0,8,NTA,RA,08:00 AM - 09:30 AM,SAC405,40
BIO201L,1.0,1,SMDA,S,08:00 AM - 11:00 AM,SAC414,20
BIO201L,1.0,11,MALM,T,11:20 AM - 02:20 PM,SAC414,20
BIO201L,1.0,13,MALM,W,08:00 AM - 11:00 AM,SAC414,20
BIO201L,1.0,15,SMDA,R,08:00 AM - 11:00 AM,SAC414_V,20
BIO201L,1.0,3,MALM,S,11:20 AM - 02:20 PM,SAC414,20
BIO201L,1.0,5,NTA,S,02:40 PM - 05:40 PM,SAC414,20
BIO201L,1.0,7,NTA,M,08:00 AM - 11:00 AM,SAC414,20
BIO201L,1.0,9,NTA,M,11:20 AM - 02:20 PM,SAC414,20
BIO202,3.0,10,FHO,RA,09:40 AM - 11:10 AM,SAC401,40
BIO202,3.0,2,SKK,ST,11:20 AM - 12:50 PM,SAC406,40
BIO202,3.0,4,SRS1,ST,02:40 PM - 04:10 PM,SAC407,40
BIO202,3.0,6,MTO,ST,11:20 AM - 12:50 PM,SAC802,40
BIO202,3.0,8,MTO,MW,11:20 AM - 12:50 PM,NAC301,40
BIO202L,1.0,1,SKK,M,02:40 PM - 05:40 PM,SAC413,20
BIO202L,1.0,11,SKK,W,02:40 PM - 05:40 PM,SAC413,20
BIO202L,1.0,3,JSJ,W,11:20 AM - 02:20 PM,SAC413,20
BIO202L,1.0,5,JSJ,T,02:40 PM - 05:40 PM,SAC413_V,20
BIO202L,1.0,7,JSJ,M,11:20 AM - 02:20 PM,SAC413_V,20
BIO202L,1.0,9,SRS1,S,08:00 AM - 11:00 AM,SAC413,20
BUS112,3.0,1,Mdt,RA,02:40 PM - 04:10 PM,NAC307,0
BUS112,3.0,11,Abs,RA,09:40 AM - 11:10 AM,NAC409,0
BUS112,3.0,13,AMO,RA,08:00 AM - 09:30 AM,SAC203,0
BUS112,3.0,16,MMR5,RA,08:00 AM - 09:30 AM,NAC605,0
BUS112,3.0,18,INZ,MW,01:00 PM - 02:30 PM,NAC992,0
BUS112,3.0,2,Mdt,RA,04:20 PM - 05:50 PM,NAC307,0
BUS112,3.0,22,MRM2,RA,08:00 AM - 09:30 AM,NAC413,0
BUS112,3.0,24,KMz,RA,02:40 PM - 09:30 AM,NAC207,0
BUS112,3.0,26,MTK,ST,06:00 PM - 07:30 PM,SAC208,0
BUS112,3.0,3,JER,RA,04:20 PM - 05:50 PM,NAC208,0
BUS112,3.0,32,AHSr,RA,06:00 PM - 07:30 PM,SAC203,0
BUS112,3.0,4,JER,RA,06:00 PM - 07:30 PM,NAC208,0
BUS112,3.0,6,RKs,RA,04:20 PM - 05:50 PM,NAC409,0
BUS112,3.0,8,Hmn,RA,09:40 AM - 11:10 AM,NAC508,0
BUS135,3.0,1,BSK,ST,08:00 AM - 09:30 AM,NAC502,40
BUS135,3.0,11,SAJ,ST,06:00 PM - 07:30 PM,NAC210,40
BUS135,3.0,13,AYQ,RA,08:00 AM - 09:30 AM,NAC305,40
BUS135,3.0,15,MJA1,RA,08:00 AM - 09:30 AM,NAC507,45
BUS135,3.0,17,MJA1,RA,09:40 AM - 11:10 AM,NAC204,35
BUS135,3.0,19,LRn,RA,09:40 AM - 11:10 AM,NAC305,40
BUS135,3.0,20,TBA,RA,09:40 AM - 11:10 AM,NAC306,35
BUS135,3.0,22,IMM,RA,02:40 PM - 04:10 PM,NAC308,40
BUS135,3.0,24,SQM,RA,02:40 PM - 04:10 PM,NAC504,45
BUS135,3.0,3,HFN,ST,09:40 AM - 11:10 AM,NAC404,40
BUS135,3.0,5,HFN,ST,01:00 PM - 02:30 PM,NAC601,40
BUS135,3.0,7,BSK,
